2024-03-31 17:43:49,873 INFO    StreamThr :26599 [internal.py:wandb_internal():86] W&B internal server running at pid: 26599, started at: 2024-03-31 17:43:49.863572
2024-03-31 17:43:49,877 DEBUG   HandlerThread:26599 [handler.py:handle_request():146] handle_request: status
2024-03-31 17:43:49,890 INFO    WriterThread:26599 [datastore.py:open_for_write():85] open: /Users/A118390615/Desktop/udacity/udacity_mlops/src/eda/wandb/run-20240331_174349-4lp033td/run-4lp033td.wandb
2024-03-31 17:43:49,891 DEBUG   SenderThread:26599 [sender.py:send():380] send: header
2024-03-31 17:43:49,936 DEBUG   SenderThread:26599 [sender.py:send():380] send: run
2024-03-31 17:43:50,656 INFO    SenderThread:26599 [dir_watcher.py:__init__():211] watching files in: /Users/A118390615/Desktop/udacity/udacity_mlops/src/eda/wandb/run-20240331_174349-4lp033td/files
2024-03-31 17:43:50,656 INFO    SenderThread:26599 [sender.py:_start_run_threads():1124] run started: 4lp033td with start time 1711887229.884534
2024-03-31 17:43:50,698 DEBUG   HandlerThread:26599 [handler.py:handle_request():146] handle_request: check_version
2024-03-31 17:43:50,698 DEBUG   SenderThread:26599 [sender.py:send_request():407] send_request: check_version
2024-03-31 17:43:50,760 DEBUG   HandlerThread:26599 [handler.py:handle_request():146] handle_request: run_start
2024-03-31 17:43:50,768 DEBUG   HandlerThread:26599 [system_info.py:__init__():32] System info init
2024-03-31 17:43:50,768 DEBUG   HandlerThread:26599 [system_info.py:__init__():47] System info init done
2024-03-31 17:43:50,768 INFO    HandlerThread:26599 [system_monitor.py:start():194] Starting system monitor
2024-03-31 17:43:50,769 INFO    SystemMonitor:26599 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-31 17:43:50,769 INFO    HandlerThread:26599 [system_monitor.py:probe():214] Collecting system info
2024-03-31 17:43:50,770 INFO    SystemMonitor:26599 [interfaces.py:start():190] Started cpu monitoring
2024-03-31 17:43:50,770 DEBUG   HandlerThread:26599 [system_info.py:probe():196] Probing system
2024-03-31 17:43:50,771 INFO    SystemMonitor:26599 [interfaces.py:start():190] Started disk monitoring
2024-03-31 17:43:50,771 INFO    SystemMonitor:26599 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-31 17:43:50,773 INFO    SystemMonitor:26599 [interfaces.py:start():190] Started memory monitoring
2024-03-31 17:43:50,774 INFO    SystemMonitor:26599 [interfaces.py:start():190] Started network monitoring
2024-03-31 17:43:50,780 DEBUG   HandlerThread:26599 [system_info.py:_probe_git():181] Probing git
2024-03-31 17:43:50,863 DEBUG   HandlerThread:26599 [system_info.py:_probe_git():189] Probing git done
2024-03-31 17:43:50,864 DEBUG   HandlerThread:26599 [system_info.py:probe():244] Probing system done
2024-03-31 17:43:50,864 DEBUG   HandlerThread:26599 [system_monitor.py:probe():223] {'os': 'macOS-14.4-arm64-arm-64bit', 'python': '3.10.14', 'heartbeatAt': '2024-03-31T12:13:50.770545', 'startedAt': '2024-03-31T12:13:49.839400', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'Untitled.ipynb', 'codePathLocal': 'Untitled.ipynb', 'root': '/Users/A118390615/Desktop/udacity/udacity_mlops', 'git': {'remote': 'https://github.com/ketankishore27/udacity_mlops.git', 'commit': '17bfa26ae9776fa0db9157db6582c7604a5de4f9'}, 'email': 'ketan.kishore@t-systems.com', 'host': 'T000ea983e', 'username': 'A118390615', 'executable': '/Users/A118390615/opt/anaconda3/envs/mlflow-bb7872b6fb54fb154dfc004281ace32b7bf42064/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 438.06555938720703}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-31 17:43:50,864 INFO    HandlerThread:26599 [system_monitor.py:probe():224] Finished collecting system info
2024-03-31 17:43:50,864 INFO    HandlerThread:26599 [system_monitor.py:probe():227] Publishing system info
2024-03-31 17:43:50,864 DEBUG   HandlerThread:26599 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-03-31 17:43:50,865 DEBUG   HandlerThread:26599 [system_info.py:_save_pip():68] Saving pip packages done
2024-03-31 17:43:50,865 DEBUG   HandlerThread:26599 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-03-31 17:43:51,658 INFO    Thread-12 :26599 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/A118390615/Desktop/udacity/udacity_mlops/src/eda/wandb/run-20240331_174349-4lp033td/files/requirements.txt
2024-03-31 17:43:51,659 INFO    Thread-12 :26599 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/A118390615/Desktop/udacity/udacity_mlops/src/eda/wandb/run-20240331_174349-4lp033td/files/conda-environment.yaml
2024-03-31 17:43:56,967 DEBUG   HandlerThread:26599 [system_info.py:_save_conda():87] Saving conda packages done
2024-03-31 17:43:56,967 DEBUG   HandlerThread:26599 [system_info.py:_save_code():90] Saving code
2024-03-31 17:43:56,967 WARNING HandlerThread:26599 [system_info.py:_save_code():92] unable to save code -- program entry not found
2024-03-31 17:43:56,967 DEBUG   HandlerThread:26599 [system_info.py:_save_patches():128] Saving git patches
