2024-03-31 01:14:50,156 INFO    StreamThr :13061 [internal.py:wandb_internal():86] W&B internal server running at pid: 13061, started at: 2024-03-31 01:14:50.154254
2024-03-31 01:14:50,159 DEBUG   HandlerThread:13061 [handler.py:handle_request():146] handle_request: status
2024-03-31 01:14:50,182 INFO    WriterThread:13061 [datastore.py:open_for_write():85] open: /Users/A118390615/Desktop/udacity/udacity_mlops/src/eda/wandb/run-20240331_011450-16a5i7fl/run-16a5i7fl.wandb
2024-03-31 01:14:50,184 DEBUG   SenderThread:13061 [sender.py:send():380] send: header
2024-03-31 01:14:50,255 DEBUG   SenderThread:13061 [sender.py:send():380] send: run
2024-03-31 01:14:51,140 INFO    SenderThread:13061 [dir_watcher.py:__init__():211] watching files in: /Users/A118390615/Desktop/udacity/udacity_mlops/src/eda/wandb/run-20240331_011450-16a5i7fl/files
2024-03-31 01:14:51,140 INFO    SenderThread:13061 [sender.py:_start_run_threads():1124] run started: 16a5i7fl with start time 1711827890.173962
2024-03-31 01:14:51,176 DEBUG   HandlerThread:13061 [handler.py:handle_request():146] handle_request: check_version
2024-03-31 01:14:51,177 DEBUG   SenderThread:13061 [sender.py:send_request():407] send_request: check_version
2024-03-31 01:14:51,255 DEBUG   HandlerThread:13061 [handler.py:handle_request():146] handle_request: run_start
2024-03-31 01:14:51,264 DEBUG   HandlerThread:13061 [system_info.py:__init__():32] System info init
2024-03-31 01:14:51,264 DEBUG   HandlerThread:13061 [system_info.py:__init__():47] System info init done
2024-03-31 01:14:51,264 INFO    HandlerThread:13061 [system_monitor.py:start():194] Starting system monitor
2024-03-31 01:14:51,264 INFO    SystemMonitor:13061 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-31 01:14:51,264 INFO    HandlerThread:13061 [system_monitor.py:probe():214] Collecting system info
2024-03-31 01:14:51,265 INFO    SystemMonitor:13061 [interfaces.py:start():190] Started cpu monitoring
2024-03-31 01:14:51,265 DEBUG   HandlerThread:13061 [system_info.py:probe():196] Probing system
2024-03-31 01:14:51,266 INFO    SystemMonitor:13061 [interfaces.py:start():190] Started disk monitoring
2024-03-31 01:14:51,268 INFO    SystemMonitor:13061 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-31 01:14:51,269 INFO    SystemMonitor:13061 [interfaces.py:start():190] Started memory monitoring
2024-03-31 01:14:51,270 INFO    SystemMonitor:13061 [interfaces.py:start():190] Started network monitoring
2024-03-31 01:14:51,278 DEBUG   HandlerThread:13061 [system_info.py:_probe_git():181] Probing git
2024-03-31 01:14:51,314 DEBUG   HandlerThread:13061 [system_info.py:_probe_git():189] Probing git done
2024-03-31 01:14:51,314 DEBUG   HandlerThread:13061 [system_info.py:probe():244] Probing system done
2024-03-31 01:14:51,314 DEBUG   HandlerThread:13061 [system_monitor.py:probe():223] {'os': 'macOS-14.4-arm64-arm-64bit', 'python': '3.10.14', 'heartbeatAt': '2024-03-30T19:44:51.266900', 'startedAt': '2024-03-30T19:44:50.130598', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'Untitled.ipynb', 'codePathLocal': 'Untitled.ipynb', 'root': '/Users/A118390615/Desktop/udacity/udacity_mlops', 'git': {'remote': 'https://github.com/ketankishore27/udacity_mlops.git', 'commit': '17bfa26ae9776fa0db9157db6582c7604a5de4f9'}, 'email': 'ketan.kishore@t-systems.com', 'host': 'T000ea983e', 'username': 'A118390615', 'executable': '/Users/A118390615/opt/anaconda3/envs/mlflow-87242f46e41e8a2333aeac4e648fa0e142c6cb60/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 436.5611763000488}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-31 01:14:51,314 INFO    HandlerThread:13061 [system_monitor.py:probe():224] Finished collecting system info
2024-03-31 01:14:51,314 INFO    HandlerThread:13061 [system_monitor.py:probe():227] Publishing system info
2024-03-31 01:14:51,314 DEBUG   HandlerThread:13061 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-03-31 01:14:51,315 DEBUG   HandlerThread:13061 [system_info.py:_save_pip():68] Saving pip packages done
2024-03-31 01:14:51,315 DEBUG   HandlerThread:13061 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-03-31 01:14:52,147 INFO    Thread-12 :13061 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/A118390615/Desktop/udacity/udacity_mlops/src/eda/wandb/run-20240331_011450-16a5i7fl/files/requirements.txt
2024-03-31 01:14:52,147 INFO    Thread-12 :13061 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/A118390615/Desktop/udacity/udacity_mlops/src/eda/wandb/run-20240331_011450-16a5i7fl/files/conda-environment.yaml
2024-03-31 01:14:54,496 DEBUG   HandlerThread:13061 [system_info.py:_save_conda():87] Saving conda packages done
2024-03-31 01:14:54,496 DEBUG   HandlerThread:13061 [system_info.py:_save_code():90] Saving code
2024-03-31 01:14:54,496 WARNING HandlerThread:13061 [system_info.py:_save_code():92] unable to save code -- program entry not found
2024-03-31 01:14:54,496 DEBUG   HandlerThread:13061 [system_info.py:_save_patches():128] Saving git patches
2024-03-31 01:14:54,780 DEBUG   HandlerThread:13061 [system_info.py:_save_patches():170] Saving git patches done
2024-03-31 01:14:54,781 INFO    HandlerThread:13061 [system_monitor.py:probe():229] Finished publishing system info
2024-03-31 01:14:54,787 DEBUG   SenderThread:13061 [sender.py:send():380] send: files
2024-03-31 01:14:54,787 INFO    SenderThread:13061 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2024-03-31 01:14:54,787 INFO    SenderThread:13061 [sender.py:_save_file():1380] saving file diff.patch with policy now
2024-03-31 01:14:54,798 DEBUG   HandlerThread:13061 [handler.py:handle_request():146] handle_request: stop_status
2024-03-31 01:14:54,798 DEBUG   HandlerThread:13061 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-31 01:14:54,799 DEBUG   SenderThread:13061 [sender.py:send_request():407] send_request: stop_status
2024-03-31 01:14:55,147 INFO    Thread-12 :13061 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/A118390615/Desktop/udacity/udacity_mlops/src/eda/wandb/run-20240331_011450-16a5i7fl/files/conda-environment.yaml
2024-03-31 01:14:55,148 INFO    Thread-12 :13061 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/A118390615/Desktop/udacity/udacity_mlops/src/eda/wandb/run-20240331_011450-16a5i7fl/files/diff.patch
2024-03-31 01:14:55,148 INFO    Thread-12 :13061 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/A118390615/Desktop/udacity/udacity_mlops/src/eda/wandb/run-20240331_011450-16a5i7fl/files/wandb-metadata.json
2024-03-31 01:14:55,190 DEBUG   SenderThread:13061 [sender.py:send():380] send: telemetry
2024-03-31 01:14:55,191 DEBUG   HandlerThread:13061 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 01:14:55,894 INFO    wandb-upload_0:13061 [upload_job.py:push():131] Uploaded file /var/folders/3y/ltn0hpbs5m128yf5kw9h5vgr0000gn/T/tmp7ulfy_o5wandb/5ku27dc4-wandb-metadata.json
2024-03-31 01:14:56,102 DEBUG   SenderThread:13061 [sender.py:send():380] send: use_artifact
2024-03-31 01:14:56,954 INFO    wandb-upload_1:13061 [upload_job.py:push():131] Uploaded file /var/folders/3y/ltn0hpbs5m128yf5kw9h5vgr0000gn/T/tmp7ulfy_o5wandb/hcv3yrd2-diff.patch
2024-03-31 01:14:57,273 DEBUG   HandlerThread:13061 [handler.py:handle_request():146] handle_request: log_artifact
2024-03-31 01:14:57,274 DEBUG   SenderThread:13061 [sender.py:send_request():407] send_request: log_artifact
2024-03-31 01:14:57,288 DEBUG   HandlerThread:13061 [handler.py:handle_request():146] handle_request: pause
2024-03-31 01:14:57,289 INFO    HandlerThread:13061 [handler.py:handle_request_pause():705] stopping system metrics thread
2024-03-31 01:14:57,289 INFO    HandlerThread:13061 [system_monitor.py:finish():203] Stopping system monitor
2024-03-31 01:14:57,289 DEBUG   SystemMonitor:13061 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-31 01:14:57,290 DEBUG   SystemMonitor:13061 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-03-31 01:14:57,290 DEBUG   SystemMonitor:13061 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-03-31 01:14:57,290 INFO    HandlerThread:13061 [interfaces.py:finish():202] Joined cpu monitor
2024-03-31 01:14:57,292 INFO    HandlerThread:13061 [interfaces.py:finish():202] Joined disk monitor
2024-03-31 01:14:57,292 INFO    HandlerThread:13061 [interfaces.py:finish():202] Joined gpuapple monitor
2024-03-31 01:14:57,292 INFO    HandlerThread:13061 [interfaces.py:finish():202] Joined memory monitor
2024-03-31 01:14:57,292 INFO    HandlerThread:13061 [interfaces.py:finish():202] Joined network monitor
2024-03-31 01:14:58,238 INFO    SenderThread:13061 [sender.py:send_request_log_artifact():1446] logged artifact source-NYC_AirBNB-Untitled.ipynb - {'id': 'QXJ0aWZhY3Q6Nzc3MjIzMDY3', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE1NDI3MzY2Mw==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6Nzc3MjE5MjQx', 'versionIndex': 1}}}
2024-03-31 01:14:58,239 DEBUG   SenderThread:13061 [sender.py:send():380] send: telemetry
2024-03-31 01:14:58,239 DEBUG   SenderThread:13061 [sender.py:send():380] send: stats
2024-03-31 01:14:58,843 DEBUG   HandlerThread:13061 [handler.py:handle_request():146] handle_request: resume
2024-03-31 01:14:58,843 INFO    HandlerThread:13061 [handler.py:handle_request_resume():696] starting system metrics thread
2024-03-31 01:14:58,843 INFO    HandlerThread:13061 [system_monitor.py:start():194] Starting system monitor
2024-03-31 01:14:58,844 INFO    SystemMonitor:13061 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-31 01:14:58,846 INFO    SystemMonitor:13061 [interfaces.py:start():190] Started cpu monitoring
2024-03-31 01:14:58,848 INFO    SystemMonitor:13061 [interfaces.py:start():190] Started disk monitoring
2024-03-31 01:14:58,853 INFO    SystemMonitor:13061 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-31 01:14:58,856 INFO    SystemMonitor:13061 [interfaces.py:start():190] Started memory monitoring
2024-03-31 01:14:58,857 INFO    SystemMonitor:13061 [interfaces.py:start():190] Started network monitoring
2024-03-31 01:14:59,843 DEBUG   HandlerThread:13061 [handler.py:handle_request():146] handle_request: log_artifact
2024-03-31 01:14:59,843 DEBUG   SenderThread:13061 [sender.py:send_request():407] send_request: log_artifact
2024-03-31 01:14:59,846 DEBUG   HandlerThread:13061 [handler.py:handle_request():146] handle_request: pause
2024-03-31 01:14:59,846 INFO    HandlerThread:13061 [handler.py:handle_request_pause():705] stopping system metrics thread
2024-03-31 01:14:59,846 INFO    HandlerThread:13061 [system_monitor.py:finish():203] Stopping system monitor
2024-03-31 01:14:59,846 INFO    HandlerThread:13061 [interfaces.py:finish():202] Joined cpu monitor
2024-03-31 01:14:59,846 DEBUG   SystemMonitor:13061 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-31 01:14:59,847 INFO    HandlerThread:13061 [interfaces.py:finish():202] Joined disk monitor
2024-03-31 01:14:59,847 DEBUG   SystemMonitor:13061 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-03-31 01:14:59,847 DEBUG   SystemMonitor:13061 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-03-31 01:14:59,847 INFO    HandlerThread:13061 [interfaces.py:finish():202] Joined gpuapple monitor
2024-03-31 01:14:59,847 INFO    HandlerThread:13061 [interfaces.py:finish():202] Joined memory monitor
