2024-03-31 19:41:41,236 INFO    StreamThr :57127 [internal.py:wandb_internal():86] W&B internal server running at pid: 57127, started at: 2024-03-31 19:41:41.231448
2024-03-31 19:41:41,237 DEBUG   HandlerThread:57127 [handler.py:handle_request():146] handle_request: status
2024-03-31 19:41:41,238 INFO    WriterThread:57127 [datastore.py:open_for_write():85] open: /Users/A118390615/Desktop/udacity/udacity_mlops/src/basic_cleaning/wandb/run-20240331_194141-iknjz20m/run-iknjz20m.wandb
2024-03-31 19:41:41,243 DEBUG   SenderThread:57127 [sender.py:send():380] send: header
2024-03-31 19:41:41,263 DEBUG   SenderThread:57127 [sender.py:send():380] send: run
2024-03-31 19:41:41,922 INFO    SenderThread:57127 [dir_watcher.py:__init__():211] watching files in: /Users/A118390615/Desktop/udacity/udacity_mlops/src/basic_cleaning/wandb/run-20240331_194141-iknjz20m/files
2024-03-31 19:41:41,922 INFO    SenderThread:57127 [sender.py:_start_run_threads():1124] run started: iknjz20m with start time 1711894301.23688
2024-03-31 19:41:41,927 DEBUG   HandlerThread:57127 [handler.py:handle_request():146] handle_request: check_version
2024-03-31 19:41:41,927 DEBUG   SenderThread:57127 [sender.py:send_request():407] send_request: check_version
2024-03-31 19:41:41,985 DEBUG   HandlerThread:57127 [handler.py:handle_request():146] handle_request: run_start
2024-03-31 19:41:41,991 DEBUG   HandlerThread:57127 [system_info.py:__init__():32] System info init
2024-03-31 19:41:41,992 DEBUG   HandlerThread:57127 [system_info.py:__init__():47] System info init done
2024-03-31 19:41:41,992 INFO    HandlerThread:57127 [system_monitor.py:start():194] Starting system monitor
2024-03-31 19:41:41,992 INFO    SystemMonitor:57127 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-31 19:41:41,992 INFO    HandlerThread:57127 [system_monitor.py:probe():214] Collecting system info
2024-03-31 19:41:41,993 INFO    SystemMonitor:57127 [interfaces.py:start():190] Started cpu monitoring
2024-03-31 19:41:41,993 DEBUG   HandlerThread:57127 [system_info.py:probe():196] Probing system
2024-03-31 19:41:41,993 INFO    SystemMonitor:57127 [interfaces.py:start():190] Started disk monitoring
2024-03-31 19:41:41,995 INFO    SystemMonitor:57127 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-31 19:41:41,996 INFO    SystemMonitor:57127 [interfaces.py:start():190] Started memory monitoring
2024-03-31 19:41:41,996 INFO    SystemMonitor:57127 [interfaces.py:start():190] Started network monitoring
2024-03-31 19:41:42,003 DEBUG   HandlerThread:57127 [system_info.py:_probe_git():181] Probing git
2024-03-31 19:41:42,041 DEBUG   HandlerThread:57127 [system_info.py:_probe_git():189] Probing git done
2024-03-31 19:41:42,041 DEBUG   HandlerThread:57127 [system_info.py:probe():244] Probing system done
2024-03-31 19:41:42,041 DEBUG   HandlerThread:57127 [system_monitor.py:probe():223] {'os': 'macOS-14.4-arm64-arm-64bit', 'python': '3.12.2', 'heartbeatAt': '2024-03-31T14:11:41.993576', 'startedAt': '2024-03-31T14:11:41.217450', 'docker': None, 'cuda': None, 'args': ('--input_artifact', 'sample1.csv:latest', '--output_artifact', 'clean_sample.csv', '--output_type', 'clean_sample', '--output_description', 'Data with outliers and null values removed', '--min_price', '10', '--max_price', '350'), 'state': 'running', 'program': '/Users/A118390615/Desktop/udacity/udacity_mlops/src/basic_cleaning/run.py', 'codePathLocal': 'run.py', 'codePath': 'src/basic_cleaning/run.py', 'git': {'remote': 'https://github.com/ketankishore27/udacity_mlops.git', 'commit': '17bfa26ae9776fa0db9157db6582c7604a5de4f9'}, 'email': 'ketan.kishore@t-systems.com', 'root': '/Users/A118390615/Desktop/udacity/udacity_mlops', 'host': 'T000ea983e', 'username': 'A118390615', 'executable': '/Users/A118390615/opt/anaconda3/envs/mlflow-f8af480623f11aa4a64dd07cb7f091d791a2f857/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 10.113548278808594}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-31 19:41:42,041 INFO    HandlerThread:57127 [system_monitor.py:probe():224] Finished collecting system info
2024-03-31 19:41:42,041 INFO    HandlerThread:57127 [system_monitor.py:probe():227] Publishing system info
2024-03-31 19:41:42,041 DEBUG   HandlerThread:57127 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-03-31 19:41:42,042 DEBUG   HandlerThread:57127 [system_info.py:_save_pip():68] Saving pip packages done
2024-03-31 19:41:42,042 DEBUG   HandlerThread:57127 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-03-31 19:41:42,928 INFO    Thread-12 :57127 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/A118390615/Desktop/udacity/udacity_mlops/src/basic_cleaning/wandb/run-20240331_194141-iknjz20m/files/requirements.txt
2024-03-31 19:41:42,928 INFO    Thread-12 :57127 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/A118390615/Desktop/udacity/udacity_mlops/src/basic_cleaning/wandb/run-20240331_194141-iknjz20m/files/conda-environment.yaml
2024-03-31 19:41:43,540 DEBUG   HandlerThread:57127 [system_info.py:_save_conda():87] Saving conda packages done
2024-03-31 19:41:43,541 INFO    HandlerThread:57127 [system_monitor.py:probe():229] Finished publishing system info
2024-03-31 19:41:43,543 DEBUG   SenderThread:57127 [sender.py:send():380] send: files
2024-03-31 19:41:43,543 INFO    SenderThread:57127 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2024-03-31 19:41:43,546 DEBUG   HandlerThread:57127 [handler.py:handle_request():146] handle_request: internal_messages
